article_id,ticker,title,summary,published_at,news_date,mapped_transaction_date,next_day_return_percentage,volatility_level,groq_label
1425736,DHT,DHT: Thay đổi giấy đăng ký kinh doanh,,2026-04-09 16:55:00.000,2026-04-09,2026-04-09,9.809663250366036,Low,Neutral
1436936,CSC,CSC: Công bố thông tin báo cáo tài chính riêng (mẹ) quý 1,,2026-05-04 11:09:00.000,2026-05-04,2026-05-04,-0.6756756756756852,High,Negative
1451661,CII,CII425021: Công bố thông tin về việc nhóm CII trở thành cổ đông lớn của Công ty Cổ phần Tập đoàn PC1,,2026-06-08 09:57:00.000,2026-06-08,2026-06-08,-0.9063444108761458,High,Neutral
1434661,PHR,PHR: BCTC quý 1 năm 2026 ,,2026-04-24 00:00:00.000,2026-04-24,2026-04-24,0.8237232289950577,Low,Positive
1418565,PPC,PPC: Link công bố tài liệu ĐHĐCĐ bất thường năm 2026,,2026-03-30 13:36:53.000,2026-03-30,2026-03-30,-1.860465116279063,Low,Neutral
1434551,DBC,DBC: Tài liệu họp ĐHĐCĐ thường niên năm 2026,,2026-04-28 13:34:23.000,2026-04-28,2026-04-28,0.40322580645162226,High,Neutral
1431024,SZC,SZC: BCTC quý 1 năm 2026 ,,2026-04-20 00:00:00.000,2026-04-20,2026-04-20,-2.2413793103448225,Low,Negative
1391238,NBC,NBC: Báo cáo quản trị công ty năm 2025,,2026-01-15 15:22:00.000,2026-01-15,2026-01-15,3.2608695652173996,High,Neutral
1428883,AAA,AAA: Báo cáo thường niên năm 2025,,2026-04-16 16:19:39.000,2026-04-16,2026-04-16,-0.1420454545454515,Low,Negative
1445306,OCB,OCB: Thông báo thay đổi nhân sự - Shayannasr Hamed,,2026-05-21 17:58:03.000,2026-05-21,2026-05-21,0.4524886877827958,Low,Neutral
1447164,CEO,CEO: Thông báo ngày đăng ký cuối cùng để chốt quyền trả cổ tức năm 2025,,2026-05-27 13:44:00.000,2026-05-27,2026-05-27,-1.8308080808080756,Low,Neutral
1441949,CMG,CMG: Thông báo thay đổi nhân sự - Miễn nhiệm Phó Chủ tịch điều hành,,2026-05-13 10:53:21.000,2026-05-13,2026-05-13,2.19780219780219,Low,Negative
1435394,SMC,SMC: Cập nhật thay đổi bổ sung Quy chế hoạt động của HĐQT,,2026-04-29 11:24:26.000,2026-04-29,2026-04-29,1.1811023622047274,Low,Neutral
1441896,HDG,"Hà Đô chi gần 610 tỷ lập công ty điện gió, lợi nhuận quý 1 lao dốc 50%","Tập đoàn Hà Đô dự kiến rót hơn 600 tỷ đồng thành lập công ty điện gió, trong bối cảnh Doanh nghiệp khép lại quý đầu năm 2026 với lợi nhuận đi lùi 50%.",2026-05-13 11:51:04.687,2026-05-13,2026-05-13,-0.6181015452538501,Low,Negative
1441691,VNM,VNM: Báo cáo kết quả giao dịch cổ phiếu của tổ chức có liên quan đến người nội bộ PLATINUM VICTORY PTE.LTD,,2026-05-12 17:25:15.000,2026-05-12,2026-05-12,-1.3311148086522535,High,Neutral
1441216,NKG,NKG: Nghị quyết HĐQT số 07/2026 ngày 11/05/2026 và Điều lệ công ty sửa đổi lần thứ 27,,2026-05-12 09:21:31.000,2026-05-12,2026-05-12,0.7220216606498169,Low,Neutral
1435408,GEX,Doanh thu và lợi nhuận GELEX tăng trưởng 2 chữ số quý đầu năm,"CTCP Tập đoàn GELEX (HOSE: GEX) ghi nhận kết quả kinh doanh tăng trưởng hai chữ số, trong bối cảnh Doanh nghiệp đẩy mạnh triển khai các dự án chiến lược và mở rộng quy mô hoạt động.",2026-04-29 12:37:00.000,2026-04-29,2026-04-29,0.5192878338278952,Low,Positive
1442858,GIC,GIC: Nghị quyết Hội đồng quản trị,,2026-05-15 10:30:00.000,2026-05-15,2026-05-21,0.0,Low,Neutral
1426947,HAX,"HAX: Nghị quyết HĐQT về việc tăng vốn tại CTCP SX, TM và Dịch vụ Ô tô PTM",,2026-04-13 16:37:59.000,2026-04-13,2026-04-13,0.47393364928908943,Low,Neutral
1437330,HEV,HEV: Ngày đăng ký cuối cùng Đại hội đồng cổ đông thường niên năm 2026,,2026-05-04 17:09:00.000,2026-05-04,2026-05-05,-10.000000000000002,Low,Negative
1433265,HAG,HAG: Bản Trích lục Nghị quyết HĐQT số 09/26 và 11/26 ngày 22/04/2026,,2026-04-24 14:11:57.000,2026-04-24,2026-04-24,-0.6134969325153461,Low,Neutral
1434418,VGC,VGC: BCTC Hợp nhất quý 1 năm 2026 ,,2026-04-25 00:00:00.000,2026-04-25,2026-04-28,-0.9302325581395315,High,Negative
1445197,VND,VND: CBTT ngày ĐKCC thực hiện quyền nhận thanh toán lãi trái phiếu VND125033,,2026-05-21 16:33:15.000,2026-05-21,2026-05-21,6.733794839521713,Low,Neutral
1443398,IDJ,"Sau kiểm toán, IDJ tăng lỗ năm 2025 thêm 55 tỷ đồng","CTCP IDJ Việt Nam (HNX: IDJ) vừa công bố báo cáo tài chính kiểm toán năm 2025, sau khi bị Sở Giao dịch Chứng khoán Hà Nội (HNX) đưa vào diện cảnh báo do chậm nộp báo cáo vào ngày 24/04. So với số liệu tự lập, khoản lỗ của Công ty tăng thêm 55 tỷ đồng sau kiểm toán, qua đó nâng mức lỗ cả năm 2025 lên 160 tỷ đồng.",2026-05-16 10:04:18.520,2026-05-16,2026-05-18,-4.255319148936174,High,Negative
1422650,PVG,PVG: Nghị quyết Hội đồng quản trị,,2026-04-03 15:45:00.000,2026-04-03,2026-04-03,-1.4925373134328437,Low,Negative
1433195,DXS,"ĐHĐCĐ DXS: Kế hoạch lợi nhuận ròng tăng 50%, tham gia sâu chuỗi giá trị bất động sản","Tại ĐHĐCĐ thường niên 2026, CTCP Dịch vụ Bất động sản Đất Xanh (Dat Xanh Services , HOSE: DXS) thông qua lợi nhuận sau thuế cổ đông công ty mẹ 527 tỷ đồng, tăng 50% so với năm trước. Công ty cho biết đang bước vào giai đoạn tăng trưởng mới, đồng thời chuyển dịch mô hình từ dịch vụ môi giới sang tham gia sâu hơn vào toàn bộ chuỗi giá trị bất động sản.",2026-04-24 14:16:10.770,2026-04-24,2026-04-24,-1.3698630136986254,High,Positive
1449365,EIB,EIB: Thông báo thay đổi nhân sự - Miễn nhiệm 03 Phó Tổng Giám đốc,,2026-06-01 17:55:07.000,2026-06-01,2026-06-01,-1.6355140186915789,Low,Negative
1434585,PVC,PVC: Tài liệu họp Đại hội đồng cổ đông,,2026-04-28 14:17:00.000,2026-04-28,2026-04-28,1.3793103448275814,High,Neutral
1449757,SBT,SBT: Thông báo thay đổi nhân sự - Nghị quyết HĐQT về việc miễn nhiệm Phó TGĐ khối cung ứng,,2026-06-02 17:06:48.000,2026-06-02,2026-06-02,0.49751243781093457,High,Negative
1434807,DTD,DTD: Nghị quyết Đại hội đồng cổ đông thường niên năm 2026,,2026-04-28 14:56:00.000,2026-04-28,2026-04-28,-5.813953488372093,Low,Negative
1428767,FIT,FIT: Nghị quyết HĐQT về việc tăng vốn tại công ty con,,2026-04-16 17:35:00.000,2026-04-16,2026-04-16,0.0,Low,Neutral
1443492,TPB,"Tỷ lệ LDR quý 1: Thanh khoản thu hẹp, ngân hàng đối mặt sức ép chi phí vốn trong ngắn hạn","Việc tín dụng phục hồi nhanh trong khi dòng tiền huy động tăng chậm đang khiến ""bộ đệm"" thanh khoản tại nhiều ngân hàng mỏng đi đáng kể. Tỷ lệ LDR gia tăng, dù chưa phải là nguy cơ thiếu hụt mang tính hệ thống, giới chuyên gia cảnh báo đây là tín hiệu sớm cho một cuộc đua lãi suất huy động mới, nơi áp lực chi phí vốn sẽ đè nặng lên các nhà băng trong các quý tiếp theo.",2026-05-18 11:11:52.717,2026-05-18,2026-05-18,-0.9677419354838732,High,Negative
1431524,SJS,SJS: BCTC quý 1 năm 2026 ,,2026-04-21 00:00:00.000,2026-04-21,2026-04-21,6.9216757741347985,High,Positive
1407734,C4G,C4G: Ngày đăng ký cuối cùng Đại hội đồng cổ đông thường niên năm 2026,,2026-03-03 16:40:00.000,2026-03-03,2026-03-03,-2.5974025974025996,High,Negative
1436761,VNG,VNG: BCTC quý 1 năm 2026 ,,2026-04-29 00:00:00.000,2026-04-29,2026-04-29,0.0,High,Neutral
1441018,VSC,"Tiếp tục bổ sung đội tàu, Hải An nâng tổng sức chở vượt ngưỡng 33 ngàn TEU","Ngày 05/05 vừa, Đại diện Công ty TNHH Hải An Green Shipping Lines - một công ty liên kết của CTCP Vận tải và Xếp dỡ Hải An (HOSE: HAH) - đã ký kết biên bản cùng với đối tác đến từ Đức về việc bàn giao tàu container mang tên Hammonia Baltica.",2026-05-11 21:02:00.000,2026-05-11,2026-05-11,-2.433628318584074,High,Positive
1423727,WSS,WSS: Thông báo tổ chức họp và các tài liệu Đại hội đồng cổ đông thường niên năm 2026,,2026-04-06 00:00:00.000,2026-04-06,2026-04-06,-3.174603174603177,Low,Neutral
1445322,FPT,FPT: Báo cáo kết quả giao dịch cổ phiếu của tổ chức có liên quan đến Người nội bộ Công ty TNHH MTV Đầu tư SCIC (SIC),,2026-05-21 18:19:01.000,2026-05-21,2026-05-21,-1.8287834614365168,Low,Negative
1430013,FRT,FRT: Biên bản họp và Nghị quyết ĐHĐCĐ thường niên năm 2026,,2026-04-20 10:20:24.000,2026-04-20,2026-04-20,0.13262599469495265,Low,Neutral
1438127,VCG,VCG: Thông báo thay đổi nhân sự,,2026-05-05 17:25:00.000,2026-05-05,2026-05-05,1.531728665207868,Low,Neutral
1438524,ORS,ORS: Miễn nhiệm Kiểm toán nội bộ . Bổ nhiệm Trưởng Kiểm toán nội bộ/Dismissal of the Internal Auditor; Appointment of the Head of Internal Audit,,2026-05-05 00:00:00.000,2026-05-05,2026-05-05,4.182509505703414,Low,Neutral
1442973,PAN,PAN: Thông báo nhận được công văn của UBCKNN về tài liệu báo cáo kết quả phát hành cổ phiếu để tăng vốn cổ phần từ nguồn vốn chủ sở hữu,,2026-05-15 14:12:15.000,2026-05-15,2026-05-15,-0.160384923817172,High,Neutral
1442051,PNJ,PNJ: Giấy xác nhận về việc thay đổi nội dung đăng ký doanh nghiệp,,2026-05-13 13:30:18.000,2026-05-13,2026-05-13,-0.14367816091953206,Low,Neutral
1443628,VPI,Doanh nghiệp bất động sản chuyển từ mở rộng địa lý sang xây dựng hệ giá trị,"Thị trường bất động sản đang được định nghĩa lại, khi khác biệt không còn nằm ở quy mô, mà ở khả năng kiến tạo chuẩn sống có chiều sâu, khi người mua ưu tiên tìm kiếm môi trường sống phản ánh kỳ vọng dài hạn.",2026-05-18 14:42:00.000,2026-05-18,2026-05-18,-0.317460317460322,High,Neutral
1443735,GMD,"Loạt cổ đông lớn sang tay hơn 3.5 triệu cổ phiếu FCC, đẩy giá tăng trần","CTCP Liên hợp Thực phẩm (UPCoM: FCC) ghi nhận một loạt giao dịch sang tay hàng triệu cổ phiếu giữa các cổ đông lớn, đẩy giá mã này tăng kịch trần. Đáng chú ý, đợt sang tay ồ ạt này diễn ra ngay trong bối cảnh FCC đang chuẩn bị các thủ tục hủy tư cách công ty đại chúng do không đáp ứng đủ điều kiện về vốn chủ sở hữu.",2026-05-18 17:56:10.433,2026-05-18,2026-05-18,-1.0071013557133648,Low,Neutral
1436061,POW,POW: BCTC Hợp nhất quý 1 năm 2026 ,,2026-04-29 00:00:00.000,2026-04-29,2026-04-29,5.13833992094862,Low,Positive
1444406,KDC,KDC: Báo cáo kết quả giao dịch cổ phiếu của Người nội bộ Nguyễn Thị Xuân Liễu,,2026-05-19 18:11:49.000,2026-05-19,2026-05-19,-0.41237113402062436,Low,Negative
1409917,LAS,LAS: Ngày đăng ký cuối cùng chốt danh sách cổ đông để tổ chức đại hội đồng cổ đông thường niên năm 2026,,2026-03-09 15:21:00.000,2026-03-09,2026-03-09,8.670520231213873,High,Neutral
1444172,MAC,MAC: Nghị quyết Hội đồng quản trị,,2026-05-19 15:29:00.000,2026-05-19,2026-05-20,-3.937007874015748,High,Negative
1446072,MBB,Bất đối xứng lãi suất: Vì sao đầu ra chưa giảm kịp đầu vào?,"Các ngân hàng công bố lãi suất cho vay bình quân tháng 4/2026 tăng nhẹ so với tháng trước, dù mặt bằng lãi suất huy động đã giảm.",2026-05-25 14:52:55.913,2026-05-25,2026-05-25,2.8225806451612874,Low,Neutral
1414880,CLH,CLH: Về việc đính chính thông tin trong kỳ báo cáo kiểm toán cho kỳ kiểm toán ngày 31,,2026-03-23 09:08:00.000,2026-03-23,2026-03-23,0.4721930745015732,High,Neutral
1426798,PVS,PVS: Thông báo về Ngày đăng ký cuối cùng,,2026-04-13 14:16:00.000,2026-04-13,2026-04-13,-1.781170483460549,Low,Negative
1424218,NT2,NT2: Thông báo về ngày đăng ký cuối cùng tổ chức họp ĐHĐCĐ thường niên năm 2026,,2026-04-07 16:33:33.000,2026-04-07,2026-04-07,3.968253968253968,Low,Neutral
1432881,PGS,PGS: Thay đổi nhân sự,,2026-04-23 17:27:00.000,2026-04-23,2026-04-29,-10.009285051067781,High,Negative
1443602,VPB,VPB: Link công bố Nghị quyết HĐQT phê duyệt ký kết các tài liệu giao dịch liên quan đến khoản vay giai đoạn 1 với SMBC và bên cho vay khác,,2026-05-18 11:16:57.000,2026-05-18,2026-05-18,-2.550091074681236,Low,Neutral
1409006,ALV,ALV: Ngày đăng ký cuối cùng Tham dự cuộc họp Đại hội đồng cổ đông thường niên năm 2026,,2026-03-06 09:22:00.000,2026-03-06,2026-03-06,-9.722222222222223,Low,Negative
1429737,ANV,Phó Tổng giám đốc Doãn Chí Thiên đã gom thêm 1 triệu cổ phiếu ANV,Phó Tổng giám đốc CTCP Nam Việt (HOSE: ANV) hoàn tất mua vào 1 triệu cổ phiếu để nâng tổng tỷ lệ sở hữu của gia đình lên trên mức 55%. Động thái này diễn ra trong bối cảnh doanh nghiệp công bố kế hoạch kinh doanh năm 2026 thận trọng.,2026-04-18 12:06:20.123,2026-04-18,2026-04-20,-1.771653543307084,Low,Neutral
1435020,NLG,NLG: Nghị quyết HĐQT về việc thay đổi người đại diện theo pháp luật,,2026-04-28 17:50:33.000,2026-04-28,2026-04-28,0.702922678505356,Low,Neutral
1445855,BID,"BIDV thu 1,365 tỷ đồng từ đợt chào bán trái phiếu ra công chúng đợt 2","Ngân hàng TMCP Đầu tư và Phát triển Việt Nam (BIDV, HOSE: BID) công bố kết quả đợt chào bán trái phiếu ra công chúng đợt 2.",2026-05-23 09:45:58.353,2026-05-23,2026-05-25,1.3953488372093057,Low,Positive
1440282,ELC,ELC: Đính chính thông báo thay đổi nhân sự,,2026-05-08 17:35:37.000,2026-05-08,2026-05-08,-1.7647058823529453,Low,Neutral
1441037,PVT,PVT: Nghị quyết HĐQT số 29 ngày 11/05/2026,,2026-05-11 17:54:45.000,2026-05-11,2026-05-11,-0.43562439496611743,High,Negative
1425480,QCG,Dự án “sống còn” của Quốc Cường Gia Lai bị loại khỏi danh mục thí điểm nhà ở thương mại,"TPHCM công bố danh mục có 33 khu đất với tổng diện tích hơn 489ha không đáp ứng yêu cầu đưa vào danh mục khu đất dự kiến thực hiện dự án thí điểm nhà ở thương mại. Trong đó, có dự án “sống còn” của Quốc Cường Gia Lai.",2026-04-09 17:30:45.163,2026-04-09,2026-04-09,2.430555555555553,High,Negative
1427696,RAL,RAL: Thông báo về ngày đăng ký cuối cùng tổ chức ĐHĐCĐ thường niên năm 2026. tạm ứng cổ tức bằng tiền đợt 2 năm 2025,,2026-04-14 17:46:57.000,2026-04-14,2026-04-14,0.33483431474426306,Low,Neutral
1449003,REE,REE nhận bảo lãnh khoản vay 1.5 ngàn tỷ cho dự án điện gió tại Vĩnh Long,"Ngày 29/05, CTCP Cơ Điện Lạnh (HOSE: REE) công bố nghị quyết thông qua việc chấp thuận khoản vay hơn 1.5 ngàn tỷ đồng cho dự án Nhà máy Điện gió V1-3 giai đoạn 2.",2026-06-01 12:41:10.333,2026-06-01,2026-06-01,-1.3671875000000056,High,Positive
1433506,GEG,"ĐHĐCĐ GEG: Mục tiêu lãi 380 tỷ đồng, điện mặt trời Đức Huệ 2 sắp áp dụng DPPA","Năm 2025, CTCP Điện Gia Lai (GEC, HOSE: GEG) ghi nhận lãi sau thuế tăng vọt lên hơn 947 tỷ đồng, với sự đóng góp lớn từ việc được hoàn nhập giá điện sau khi đàm phán giá thành công đối với dự án điện gió Tân Phú Đông 1. Sang năm 2026, Doanh nghiệp đặt mục tiêu lãi trước và sau thuế lần lượt 460 và 380 tỷ đồng, thấp hơn năm trước, nhưng tăng mạnh so với giai đoạn trước khi đàm phán giá điện thành công.",2026-04-24 17:46:21.710,2026-04-24,2026-04-24,-2.3741007194244608,Low,Positive
1430189,VIG,VIG: BCTC quý 1 năm 2026 ,,2026-04-20 00:00:00.000,2026-04-20,2026-04-20,0.0,High,Neutral
1446562,BSI,BSI: Quyết định của HĐQT về việc phê duyệt hạn mức tin dụng tại Vietcombank,,2026-05-26 09:37:53.000,2026-05-26,2026-05-26,-0.7042253521126761,High,Positive
1441147,BSR,BSR: Nghị quyết HĐQT về việc thay đổi tên công ty,,2026-05-11 19:00:05.000,2026-05-11,2026-05-11,4.86486486486487,High,Neutral
1422766,CIA,CIA: Nghị quyết Hội đồng quản trị,,2026-04-03 16:50:00.000,2026-04-03,2026-04-03,3.2258064516128915,High,Neutral
1437802,PLX,Petrolimex lỗ bao nhiêu trong quý 1?,"Tập đoàn Xăng dầu Việt Nam (Petrolimex, HOSE: PLX) khép lại quý 1/2026 với doanh thu thuần tăng vọt, nhưng lỗ ròng nặng do khoản trích lập dự phòng trước ảnh hưởng của biến động giá xăng dầu thế giới.",2026-05-05 14:02:00.000,2026-05-05,2026-05-05,-0.6369426751592357,Low,Negative
1419510,FMC,FMC: Giải trình chênh lệch BCTC năm 2025 đã kiểm toán,,2026-03-31 13:46:07.000,2026-03-31,2026-03-31,0.13713658804168172,Low,Neutral
1449745,SHB,SHB viết tiếp câu chuyện đồng hành cùng đất nước với diện mạo mới và khát vọng vươn tầm,"Suốt hơn ba thập kỷ phát triển, SHB không chỉ là câu chuyện về sự lớn mạnh của một định chế thuộc TOP 5 Ngân hàng tư nhân lớn nhất Việt Nam, mà còn đóng góp vào hành trình của khát vọng Việt Nam vươn mình trong dòng chảy hội nhập. SHB hôm nay đang chuyển mình mạnh mẽ, kế thừa những thành tựu, nền tảng vững mạnh đã có để tiếp nối và bứt tốc chinh phục những cột mốc mới, với tầm nhìn của Chủ tịch HĐQT Đỗ Quang Hiển về một Ngân hàng vươn tầm khu vực và quốc tế.",2026-06-03 08:30:00.000,2026-06-03,2026-06-03,0.0,High,Positive
1437798,VNT,VNT: Báo cáo tài chính công ty mẹ Quý 1 năm 2026,,2026-05-05 10:04:00.000,2026-05-05,,,,Neutral
1426703,ITA,ITA: Thông báo ngày đăng ký cuối cùng để thực hiện quyền tham dự ĐHĐCĐ thường niên 2026,,2026-04-13 12:21:00.000,2026-04-13,,,,Neutral
1401816,BCG,"Cùng lý do ""bất khả kháng"", BCG và TCD lại xin hoãn loạt BCTC kiểm toán","Hai doanh nghiệp trong hệ sinh thái Bamboo Capital tiếp tục chậm công bố BCTC kiểm toán 2024, 2025 và soát xét bán niên 2025, do các vướng mắc chưa được tháo gỡ.",2026-02-09 14:15:00.000,2026-02-09,,,,Negative
1364319,KLF,KLF: Đơn xin từ nhiệm,,2025-10-22 16:38:00.000,2025-10-22,,,,Negative
